"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)";"Verkeer en vervoer/Treinstations/Afstand tot treinstations totaal (km)";"Verkeer en vervoer/Treinstations/Afstand tot belangrijk overstapstation (km)"
"Olympus";"Amersfoort                              ";"Buurt     ";"BU03073303";"1";;;
"Lindeboomseweg e.o.";"Amersfoort                              ";"Buurt     ";"BU03073304";"1";;;
"Bosgebied";"Amersfoort                              ";"Wijk      ";"WK030734  ";"1";1;2,7;2,7
"Birkhoven / Bokkeduinen";"Amersfoort                              ";"Buurt     ";"BU03073401";"1";1,9;1,9;1,9
"Vlasakkers";"Amersfoort                              ";"Buurt     ";"BU03073402";"1";0,2;2,9;2,9
"Zon en Schild";"Amersfoort                              ";"Buurt     ";"BU03073403";"1";0,6;3,2;3,2
"Amstelveen";"Amstelveen                              ";"Gemeente  ";"GM0362    ";"1";1,6;6,4;6,4
"Randwijck";"Amstelveen                              ";"Wijk      ";"WK036201  ";"1";2,1;3,7;3,7
"Randwijck West";"Amstelveen                              ";"Buurt     ";"BU03620101";"1";1,9;3,8;3,8
"Randwijck Oost";"Amstelveen                              ";"Buurt     ";"BU03620102";"1";2,3;3,6;3,6
"Patrimonium";"Amstelveen                              ";"Wijk      ";"WK036202  ";"1";1,7;5,2;5,2
"Oranjebuurt";"Amstelveen                              ";"Buurt     ";"BU03620201";"1";2;4,6;4,6
"Patrimonium";"Amstelveen                              ";"Buurt     ";"BU03620202";"1";1,6;5,5;5,5
"Elsrijk";"Amstelveen                              ";"Wijk      ";"WK036203  ";"1";1,3;4,5;4,5
"Elsrijk West";"Amstelveen                              ";"Buurt     ";"BU03620301";"1";0,8;5,1;5,1
"Kruiskerkbuurt";"Amstelveen                              ";"Buurt     ";"BU03620302";"1";1,1;4,5;4,5
"Vredeveldbuurt";"Amstelveen                              ";"Buurt     ";"BU03620303";"1";2;3,7;3,7
"Elsrijk Oost";"Amstelveen                              ";"Buurt     ";"BU03620304";"1";1,4;4,4;4,4
"Stadshart";"Amstelveen                              ";"Wijk      ";"WK036204  ";"1";1;5,2;5,2
"Stadshart";"Amstelveen                              ";"Buurt     ";"BU03620401";"1";1;5,2;5,2
"Uilenstede, Kronenburg";"Amstelveen                              ";"Wijk      ";"WK036205  ";"1";2,8;3,2;3,2
"Uilenstede";"Amstelveen                              ";"Buurt     ";"BU03620501";"1";2,8;3,2;3,2
"Kronenburg";"Amstelveen                              ";"Buurt     ";"BU03620502";"1";2,5;3,2;3,2
"Bankras, Kostverloren";"Amstelveen                              ";"Wijk      ";"WK036206  ";"1";1,3;4,6;4,6
"Heldenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620601";"1";2;3,9;3,9
"Zeestratenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620602";"1";1,5;4,3;4,3
"Boekenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620603";"1";0,8;5;5
"Operabuurt";"Amstelveen                              ";"Buurt     ";"BU03620604";"1";0,9;5,3;5,3
"Buitengebied Noord";"Amstelveen                              ";"Wijk      ";"WK036207  ";"1";1,1;4,3;5,6
"Middelpolder";"Amstelveen                              ";"Buurt     ";"BU03620701";"1";1,8;3,7;5,1
"Buurt over Ouderkerk";"Amstelveen                              ";"Buurt     ";"BU03620702";"1";0,5;4,8;5,9
"Keizer Karelpark";"Amstelveen                              ";"Wijk      ";"WK036208  ";"1";1,1;6,6;6,6
"Oude Dorp";"Amstelveen                              ";"Buurt     ";"BU03620801";"1";1,4;6,2;6,2
"Kastanjebuurt";"Amstelveen                              ";"Buurt     ";"BU03620802";"1";0,6;6,3;6,3
"Van der Leekbuurt";"Amstelveen                              ";"Buurt     ";"BU03620803";"1";1;6,3;6,3
"Populierenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620804";"1";1,1;6,8;6,8
"Augustinuspark";"Amstelveen                              ";"Buurt     ";"BU03620805";"1";1,1;6,6;6,6
"Startbaanbuurt";"Amstelveen                              ";"Buurt     ";"BU03620806";"1";1,7;7,4;7,4
"Groenelaan";"Amstelveen                              ";"Wijk      ";"WK036209  ";"1";2,1;6,7;6,7
"Langerhuize";"Amstelveen                              ";"Buurt     ";"BU03620901";"1";1,7;6,5;6,5
"Alpen Rondwegbuurt";"Amstelveen                              ";"Buurt     ";"BU03620902";"1";1,9;6,5;6,5
"In de Wolkenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620903";"1";2;6,7;6,7
"Watercirkelbuurt";"Amstelveen                              ";"Buurt     ";"BU03620904";"1";2,2;6,8;6,8
"Kringloopbuurt";"Amstelveen                              ";"Buurt     ";"BU03620905";"1";2,5;7,1;7,1
"Waardhuizen, Middenhoven";"Amstelveen                              ";"Wijk      ";"WK036210  ";"1";2,4;7,9;7,9
"Beroepenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621001";"1";2,3;7,8;7,8
"Hemellichamenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621002";"1";2,3;7,7;7,7
"Punterbuurt";"Amstelveen                              ";"Buurt     ";"BU03621003";"1";2,9;7,6;7,6
"Molenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621004";"1";1,6;8,3;8,3
"Galjoenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621005";"1";2,9;8,1;8,1
"Bovenkerk - Westwijk Noord";"Amstelveen                              ";"Wijk      ";"WK036211  ";"1";1;8,9;8,9
"Bovenkerk";"Amstelveen                              ";"Buurt     ";"BU03621101";"1";0,9;8,1;8,1
"Buitenplaatsenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621102";"1";1,2;9,2;9,2
"Betsy Perkbuurt";"Amstelveen                              ";"Buurt     ";"BU03621103";"1";1,3;8,8;8,8
"Legmeer";"Amstelveen                              ";"Buurt     ";"BU03621104";"1";1,3;8,4;8,4
"Landschappenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621105";"1";0,6;9,5;9,5
"Theaterbuurt";"Amstelveen                              ";"Buurt     ";"BU03621106";"1";1,1;9,5;9,5
"Westwijk Zuid";"Amstelveen                              ";"Wijk      ";"WK036212  ";"1";0,9;10;10
"Kastelenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621201";"1";0,8;10,3;10,3
"Schrijversbuurt";"Amstelveen                              ";"Buurt     ";"BU03621202";"1";1,2;10,1;10,1
"Kruidenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621203";"1";0,7;9,7;9,7
"De Scheg";"Amstelveen                              ";"Buurt     ";"BU03621204";"1";0,8;10,2;10,2
"Buitengebied Zuid";"Amstelveen                              ";"Wijk      ";"WK036213  ";"1";2,6;9,4;10,2
"Nes aan de Amstel";"Amstelveen                              ";"Buurt     ";"BU03621301";"1";3;9,2;10,2
"Legmeerpolder";"Amstelveen                              ";"Buurt     ";"BU03621302";"1";1;10;10
"Amsterdamse Bos";"Amstelveen                              ";"Wijk      ";"WK036214  ";"1";1,7;4,3;4,3
"Amsterdamse Bos Noord";"Amstelveen                              ";"Buurt     ";"BU03621401";"1";1,8;4;4
"Amsterdamse Bos Zuid";"Amstelveen                              ";"Buurt     ";"BU03621402";"1";;;
"Amsterdam";"Amsterdam                               ";"Gemeente  ";"GM0363    ";"1";2,2;2,9;3,9
"Haarlemmerbuurt";"Amsterdam                               ";"Wijk      ";"WK0363AA  ";"1";3,4;1,7;1,7
"Planciusbuurt-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AA01";"1";2,9;2,2;2,2
"Westelijke eilanden";"Amsterdam                               ";"Buurt     ";"BU0363AA02";"1";3,2;2,1;2,1
"Westerdokseiland";"Amsterdam                               ";"Buurt     ";"BU0363AA03";"1";3,8;1,3;1,3
"Planciusbuurt-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363AA04";"1";2,7;2,1;2,1
"Haarlemmerbuurt-West";"Amsterdam                               ";"Buurt     ";"BU0363AA05";"1";3,3;1,7;1,7
"Haarlemmerbuurt-Oost";"Amsterdam                               ";"Buurt     ";"BU0363AA06";"1";3,6;1,4;1,4
"Jordaan";"Amsterdam                               ";"Wijk      ";"WK0363AB  ";"1";3,2;2,4;2,4
"Marnixbuurt-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AB01";"1";3;2,2;2,2
"Driehoekbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AB02";"1";3,5;1,9;1,9
"Anjeliersbuurt-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AB03";"1";3,4;2;2
"Zaagpoortbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AB04";"1";2,7;2,6;2,6
"Anjeliersbuurt-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363AB05";"1";3,3;2,3;2,3
"Marnixbuurt-Midden";"Amsterdam                               ";"Buurt     ";"BU0363AB06";"1";2,5;2,8;2,8
"Bloemgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AB07";"1";2,9;2,5;2,5
"Groenmarktkadebuurt";"Amsterdam                               ";"Buurt     ";"BU0363AB08";"1";2,9;2,9;2,9
"Marnixbuurt-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363AB09";"1";3,1;3;3
"Elandsgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AB10";"1";3,2;2,8;2,8
"Passeerdersgrachtbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AB11";"1";3,3;2,8;2,8
"Grachtengordel-West";"Amsterdam                               ";"Wijk      ";"WK0363AC  ";"1";3,6;2;2
"Langestraat e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AC01";"1";3,8;1,6;1,6
"Leliegracht e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AC02";"1";3,4;1,9;1,9
"Felix Meritisbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AC03";"1";3,5;2,2;2,2
"Leidsegracht-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AC04";"1";3,6;2,5;2,5
"Burgwallen-Nieuwe Zijde";"Amsterdam                               ";"Wijk      ";"WK0363AD  ";"1";4;1,7;1,7
"Stationsplein e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AD01";"1";;;
"Hemelrijk";"Amsterdam                               ";"Buurt     ";"BU0363AD02";"1";4;1,5;1,5
"Nieuwendijk-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AD03";"1";4,3;1,6;1,6
"Spuistraat-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AD04";"1";3,8;1,8;1,8
"Nieuwe Kerk e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AD05";"1";4,2;1,4;1,4
"Spuistraat-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363AD06";"1";3,9;2;2
"Begijnhofbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AD07";"1";3,9;1,7;1,7
"Kalverdriehoek";"Amsterdam                               ";"Buurt     ";"BU0363AD08";"1";4,3;2;2
"Burgwallen-Oude Zijde";"Amsterdam                               ";"Wijk      ";"WK0363AE  ";"1";4,5;1,3;1,3
"Kop Zeedijk";"Amsterdam                               ";"Buurt     ";"BU0363AE01";"1";4,6;1;1
"Oude Kerk e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AE02";"1";4,5;1,4;1,4
"Burgwallen-Oost";"Amsterdam                               ";"Buurt     ";"BU0363AE03";"1";4,5;1,2;1,2
"Nes e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AE04";"1";4,1;1,7;1,7
"BG-terrein e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AE05";"1";4,3;1,6;1,6
"Nieuwmarkt/Lastage";"Amsterdam                               ";"Wijk      ";"WK0363AF  ";"1";4,9;1,5;1,5
"Oosterdokseiland";"Amsterdam                               ";"Buurt     ";"BU0363AF01";"1";5;0,8;0,8
"Lastage";"Amsterdam                               ";"Buurt     ";"BU0363AF02";"1";5;1,1;1,1
"Scheepvaarthuisbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AF03";"1";5;1;1
"Rapenburg";"Amsterdam                               ";"Buurt     ";"BU0363AF04";"1";4,9;1,6;1,6
"Nieuwmarkt";"Amsterdam                               ";"Buurt     ";"BU0363AF05";"1";4,9;1,3;1,3
"Uilenburg";"Amsterdam                               ";"Buurt     ";"BU0363AF06";"1";4,9;1,8;1,8
"Valkenburg";"Amsterdam                               ";"Buurt     ";"BU0363AF07";"1";4,8;1,9;1,9
"Zuiderkerkbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AF08";"1";4,7;1,6;1,6
"Waterloopleinbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AF09";"1";4,6;1,9;1,9
"Grachtengordel-Zuid";"Amsterdam                               ";"Wijk      ";"WK0363AG  ";"1";3,7;2,6;2,6
"Leidsegracht-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363AG01";"1";3,5;2,5;2,5
"Geelvinckbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AG02";"1";4;2,3;2,3
"Rembrandtplein e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AG03";"1";4,1;2,2;2,2
"Spiegelbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AG04";"1";3,6;2,7;2,7
"Vijzelstraatbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AG05";"1";3,7;2,7;2,7
"Amstelveldbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AG06";"1";3,7;2,8;2,9
"De Weteringschans";"Amsterdam                               ";"Wijk      ";"WK0363AH  ";"1";3,4;2,9;3,1
"Leidsebuurt-Noordwest";"Amsterdam                               ";"Buurt     ";"BU0363AH01";"1";3,2;2,8;2,8
"Leidsebuurt-Noordoost";"Amsterdam                               ";"Buurt     ";"BU0363AH02";"1";3,3;2,9;2,9
"Weteringbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AH03";"1";3,6;3;3,1
"Utrechtsebuurt-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363AH04";"1";3,4;2,7;3,1
"Leidsebuurt-Zuidwest";"Amsterdam                               ";"Buurt     ";"BU0363AH05";"1";3,1;3,1;3,1
"Leidsebuurt-Zuidoost";"Amsterdam                               ";"Buurt     ";"BU0363AH06";"1";3,2;3,1;3,1
"Den Texbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AH07";"1";3,4;3,1;3,3
"Frederikspleinbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AH08";"1";3,3;2,7;3,1
"Weesperbuurt/Plantage";"Amsterdam                               ";"Wijk      ";"WK0363AJ  ";"1";4,1;1,9;2,6
"Weesperbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AJ01";"1";4,1;2,2;2,3
"Plantage";"Amsterdam                               ";"Buurt     ";"BU0363AJ02";"1";4,2;1,7;2,6
"Sarphatistrook";"Amsterdam                               ";"Buurt     ";"BU0363AJ03";"1";3,9;1,9;2,8
"Alexanderplein e.o.";"Amsterdam                               ";"Buurt     ";"BU0363AJ04";"1";4,2;1,4;3
"Oostelijke Eilanden/Kadijken";"Amsterdam                               ";"Wijk      ";"WK0363AK  ";"1";4,1;1,8;2,6
"Marine-Etablissement";"Amsterdam                               ";"Buurt     ";"BU0363AK01";"1";4,1;2;2
"Kattenburg";"Amsterdam                               ";"Buurt     ";"BU0363AK02";"1";4,3;1,9;2
"Wittenburg";"Amsterdam                               ";"Buurt     ";"BU0363AK03";"1";4,7;1,9;2,3
"Oostenburg";"Amsterdam                               ";"Buurt     ";"BU0363AK04";"1";3,8;1,8;3
"Czaar Peterbuurt";"Amsterdam                               ";"Buurt     ";"BU0363AK05";"1";3,6;1,5;2,9
"Het Funen";"Amsterdam                               ";"Buurt     ";"BU0363AK06";"1";3,5;1,8;3
"Kadijken";"Amsterdam                               ";"Buurt     ";"BU0363AK07";"1";4,7;1,8;2,1
"Kazernebuurt";"Amsterdam                               ";"Buurt     ";"BU0363AK08";"1";4,1;1,2;2,8
"Havens-West";"Amsterdam                               ";"Wijk      ";"WK0363BA  ";"1";2,1;3;3,8
"Afrikahaven";"Amsterdam                               ";"Buurt     ";"BU0363BA01";"1";;;
"Amerikahaven";"Amsterdam                               ";"Buurt     ";"BU0363BA02";"1";;;
"Westhaven-Noord";"Amsterdam                               ";"Buurt     ";"BU0363BA03";"1";;;
"Petroleumhaven";"Amsterdam                               ";"Buurt     ";"BU0363BA04";"1";;;
"Vervoerscentrum";"Amsterdam                               ";"Buurt     ";"BU0363BA05";"1";;;
"Westhaven-Zuid";"Amsterdam                               ";"Buurt     ";"BU0363BA06";"1";;;
"Coenhaven/Minervahaven";"Amsterdam                               ";"Wijk      ";"WK0363BB  ";"1";1,7;3,6;3,6
"Coenhaven";"Amsterdam                               ";"Buurt     ";"BU0363BB01";"1";0,7;3,4;3,4
"Vlothaven";"Amsterdam                               ";"Buurt     ";"BU0363BB02";"1";;;
"Minervahaven-Noordoost";"Amsterdam                               ";"Buurt     ";"BU0363BB03";"1";2,6;3,7;3,7
"Minervahaven-Noordwest";"Amsterdam                               ";"Buurt     ";"BU0363BB04";"1";;;
"Minervahaven-Zuidwest";"Amsterdam                               ";"Buurt     ";"BU0363BB05";"1";;;
"Minervahaven-Zuidoost";"Amsterdam                               ";"Buurt     ";"BU0363BB06";"1";2,4;3,5;3,5
"Alfa-driehoek";"Amsterdam                               ";"Buurt     ";"BU0363BB07";"1";;;
"Hemknoop-Noord";"Amsterdam                               ";"Buurt     ";"BU0363BB08";"1";;;
"Sloterdijk-West";"Amsterdam                               ";"Wijk      ";"WK0363EA  ";"1";0,6;2;2
"Isolatorbuurt";"Amsterdam                               ";"Buurt     ";"BU0363EA01";"1";0,8;1,8;1,8
"Contactbuurt";"Amsterdam                               ";"Buurt     ";"BU0363EA02";"1";0,6;1,6;1,6
"Woon- en Groengebied Sloterdijk";"Amsterdam                               ";"Buurt     ";"BU0363EA03";"1";0,6;2,1;2,1
"Spaarndammerbuurt/Zeeheldenbuurt";"Amsterdam                               ";"Wijk      ";"WK0363EB  ";"1";2,6;2,7;2,7
