"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot bos (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km)";"Groenvoorzieningen/Afstand tot recreatief binnenwater (km)"
"Klein Plaspoelpolder";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160501";"1";;;;;;;;;;;;;
"Leidschendam - Zuid De Tol / 't Hert";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160502";"1";;;;;;;;;;;;;
"Zeeheldenwijk";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160503";"1";;;;;;;;;;;;;
"Leidschendam - Zuid De Oude Bleijck";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160504";"1";;;;;;;;;;;;;
"De Heuvel / Amstelwijk";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191606  ";"1";;;;;;;;;;;;;
"De Heuvel zuid";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160600";"1";;;;;;;;;;;;;
"Amstelwijk";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160601";"1";;;;;;;;;;;;;
"De Heuvel noord";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160602";"1";;;;;;;;;;;;;
"Damsigt en omgeving";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191607  ";"1";;;;;;;;;;;;;
"Damsigt";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160700";"1";;;;;;;;;;;;;
"Verzetsheldenwijk";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160701";"1";;;;;;;;;;;;;
"Raadhuiskwartier";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160702";"1";;;;;;;;;;;;;
"Sijtwende";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160703";"1";;;;;;;;;;;;;
"Kleurenbuurt";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160704";"1";;;;;;;;;;;;;
"Essesteijn";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191608  ";"1";;;;;;;;;;;;;
"Essesteijn / Gaarden";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160800";"1";;;;;;;;;;;;;
"Nieuw Essesteijn / Zijdezigt";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160801";"1";;;;;;;;;;;;;
"Essesteijn / Weiden";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160802";"1";;;;;;;;;;;;;
"Essesteijn / Tuinen";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160803";"1";;;;;;;;;;;;;
"Essesteijn / Dreven";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160804";"1";;;;;;;;;;;;;
"Voorburg Midden";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191609  ";"1";;;;;;;;;;;;;
"Voorburg Midden noord";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160900";"1";;;;;;;;;;;;;
"Voorburg Midden midden";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160901";"1";;;;;;;;;;;;;
"Voorburg Midden zuid";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19160902";"1";;;;;;;;;;;;;
"Bovenveen";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191610  ";"1";;;;;;;;;;;;;
"Bovenveen noord";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161000";"1";;;;;;;;;;;;;
"Bovenveen midden";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161001";"1";;;;;;;;;;;;;
"Bovenveen zuid";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161002";"1";;;;;;;;;;;;;
"Voorburg Noord";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191611  ";"1";;;;;;;;;;;;;
"Voorburg Noord zuid";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161100";"1";;;;;;;;;;;;;
"Voorburg Noord noord";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161101";"1";;;;;;;;;;;;;
"Voorburg West / Park Leeuwenbergh";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191612  ";"1";;;;;;;;;;;;;
"Voorburg West zuid";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161200";"1";;;;;;;;;;;;;
"Park Leeuwenbergh";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161201";"1";;;;;;;;;;;;;
"Voorburg West noord";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161202";"1";;;;;;;;;;;;;
"Voorburg Oud";"Leidschendam-Voorburg                   ";"Wijk      ";"WK191613  ";"1";;;;;;;;;;;;;
"Voorburg Oud noord";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161300";"1";;;;;;;;;;;;;
"Voorburg Oud zuid";"Leidschendam-Voorburg                   ";"Buurt     ";"BU19161301";"1";;;;;;;;;;;;;
"Lelystad";"Lelystad                                ";"Gemeente  ";"GM0995    ";"1";;;;;;;;;;;;;
"Zuiderzeewijk";"Lelystad                                ";"Wijk      ";"WK099501  ";"1";;;;;;;;;;;;;
"Kofschip, SGL";"Lelystad                                ";"Buurt     ";"BU09950110";"1";;;;;;;;;;;;;
"Zuiderzeelaan, Waddenlaan";"Lelystad                                ";"Buurt     ";"BU09950111";"1";;;;;;;;;;;;;
"IJssellaan";"Lelystad                                ";"Buurt     ";"BU09950112";"1";;;;;;;;;;;;;
"Langezand";"Lelystad                                ";"Buurt     ";"BU09950113";"1";;;;;;;;;;;;;
"Kofschip Noord";"Lelystad                                ";"Buurt     ";"BU09950114";"1";;;;;;;;;;;;;
"Groene Velden";"Lelystad                                ";"Buurt     ";"BU09950115";"1";;;;;;;;;;;;;
"Overijsselse Hout";"Lelystad                                ";"Buurt     ";"BU09950117";"1";;;;;;;;;;;;;
"Bedrijventerrein Gildenhof";"Lelystad                                ";"Buurt     ";"BU09950118";"1";;;;;;;;;;;;;
"Jagersveld";"Lelystad                                ";"Buurt     ";"BU09950119";"1";;;;;;;;;;;;;
"Bastion";"Lelystad                                ";"Buurt     ";"BU09950161";"1";;;;;;;;;;;;;
"Stadspark, Badweg, Langevelderslag";"Lelystad                                ";"Buurt     ";"BU09950162";"1";;;;;;;;;;;;;
"Lelycentre, Maerlant";"Lelystad                                ";"Buurt     ";"BU09950166";"1";;;;;;;;;;;;;
"Sportpark Langezand";"Lelystad                                ";"Buurt     ";"BU09950172";"1";;;;;;;;;;;;;
"Stiltebos, Camping de Houtrib";"Lelystad                                ";"Buurt     ";"BU09950174";"1";;;;;;;;;;;;;
"Atolwijk";"Lelystad                                ";"Wijk      ";"WK099502  ";"1";;;;;;;;;;;;;
"De Veste";"Lelystad                                ";"Buurt     ";"BU09950220";"1";;;;;;;;;;;;;
"Atol";"Lelystad                                ";"Buurt     ";"BU09950221";"1";;;;;;;;;;;;;
"Damrif, Kustrif, Gors, Zandbank";"Lelystad                                ";"Buurt     ";"BU09950222";"1";;;;;;;;;;;;;
"Bongerd, Buitenplaats";"Lelystad                                ";"Buurt     ";"BU09950223";"1";;;;;;;;;;;;;
"De Schans";"Lelystad                                ";"Buurt     ";"BU09950224";"1";;;;;;;;;;;;;
"Hofstede, Plantage, Wijngaard";"Lelystad                                ";"Buurt     ";"BU09950225";"1";;;;;;;;;;;;;
"Oostrandpark";"Lelystad                                ";"Buurt     ";"BU09950226";"1";;;;;;;;;;;;;
"Buitenhof";"Lelystad                                ";"Buurt     ";"BU09950227";"1";;;;;;;;;;;;;
"De Meent";"Lelystad                                ";"Buurt     ";"BU09950228";"1";;;;;;;;;;;;;
"Boswijk";"Lelystad                                ";"Wijk      ";"WK099503  ";"1";;;;;;;;;;;;;
"Wijkcentrum";"Lelystad                                ";"Buurt     ";"BU09950310";"1";;;;;;;;;;;;;
"Kamp";"Lelystad                                ";"Buurt     ";"BU09950311";"1";;;;;;;;;;;;;
"Horst";"Lelystad                                ";"Buurt     ";"BU09950312";"1";;;;;;;;;;;;;
"Griend";"Lelystad                                ";"Buurt     ";"BU09950313";"1";;;;;;;;;;;;;
"Zoom";"Lelystad                                ";"Buurt     ";"BU09950314";"1";;;;;;;;;;;;;
"Wold";"Lelystad                                ";"Buurt     ";"BU09950315";"1";;;;;;;;;;;;;
"Archipel, Beukenhof, Rozengaard";"Lelystad                                ";"Buurt     ";"BU09950316";"1";;;;;;;;;;;;;
"Woldpark, Houttuinen, Gelderse Hout";"Lelystad                                ";"Buurt     ";"BU09950317";"1";;;;;;;;;;;;;
"Waterwijk-Landerijen";"Lelystad                                ";"Wijk      ";"WK099504  ";"1";;;;;;;;;;;;;
"Wijkcentrum, Voorstraat";"Lelystad                                ";"Buurt     ";"BU09950420";"1";;;;;;;;;;;;;
"Getijdenbuurt, Sportpark Doggersbank";"Lelystad                                ";"Buurt     ";"BU09950421";"1";;;;;;;;;;;;;
"Zeeenbuurt";"Lelystad                                ";"Buurt     ";"BU09950422";"1";;;;;;;;;;;;;
"Zeestromen en Slotenbuurt";"Lelystad                                ";"Buurt     ";"BU09950423";"1";;;;;;;;;;;;;
"Merenbuurt";"Lelystad                                ";"Buurt     ";"BU09950424";"1";;;;;;;;;;;;;
"Rivierenbuurt";"Lelystad                                ";"Buurt     ";"BU09950425";"1";;;;;;;;;;;;;
"Bedrijventerrein Ketelmeerstraat";"Lelystad                                ";"Buurt     ";"BU09950428";"1";;;;;;;;;;;;;
"Landerijen Noord/West";"Lelystad                                ";"Buurt     ";"BU09950431";"1";;;;;;;;;;;;;
"Landerijen Zuid/West";"Lelystad                                ";"Buurt     ";"BU09950432";"1";;;;;;;;;;;;;
"Landerijen Noord/Oost";"Lelystad                                ";"Buurt     ";"BU09950433";"1";;;;;;;;;;;;;
"Landerijen Zuid/Oost";"Lelystad                                ";"Buurt     ";"BU09950434";"1";;;;;;;;;;;;;
"Bolder";"Lelystad                                ";"Wijk      ";"WK099505  ";"1";;;;;;;;;;;;;
"Kempenaar Oost";"Lelystad                                ";"Buurt     ";"BU09950521";"1";;;;;;;;;;;;;
"Kempenaar West";"Lelystad                                ";"Buurt     ";"BU09950522";"1";;;;;;;;;;;;;
"Kogge";"Lelystad                                ";"Buurt     ";"BU09950523";"1";;;;;;;;;;;;;
"Hanzepark";"Lelystad                                ";"Buurt     ";"BU09950524";"1";;;;;;;;;;;;;
"Schouw";"Lelystad                                ";"Buurt     ";"BU09950525";"1";;;;;;;;;;;;;
"Gondel";"Lelystad                                ";"Buurt     ";"BU09950526";"1";;;;;;;;;;;;;
"Sportpark Schouw";"Lelystad                                ";"Buurt     ";"BU09950527";"1";;;;;;;;;;;;;
"Bedrijventerrein Kempenaar";"Lelystad                                ";"Buurt     ";"BU09950528";"1";;;;;;;;;;;;;
"Kustwijk";"Lelystad                                ";"Wijk      ";"WK099506  ";"1";;;;;;;;;;;;;
"Karveel Oost";"Lelystad                                ";"Buurt     ";"BU09950611";"1";;;;;;;;;;;;;
"Karveel West";"Lelystad                                ";"Buurt     ";"BU09950612";"1";;;;;;;;;;;;;
"Boeier";"Lelystad                                ";"Buurt     ";"BU09950613";"1";;;;;;;;;;;;;
"Noordzoom Oost";"Lelystad                                ";"Buurt     ";"BU09950614";"1";;;;;;;;;;;;;
"Golfpark, Lommerrijk";"Lelystad                                ";"Buurt     ";"BU09950615";"1";;;;;;;;;;;;;
"Saerdam, Vliegend Hert, Fortuijn";"Lelystad                                ";"Buurt     ";"BU09950631";"1";;;;;;;;;;;;;
"Punter";"Lelystad                                ";"Buurt     ";"BU09950632";"1";;;;;;;;;;;;;
"Jol";"Lelystad                                ";"Buurt     ";"BU09950633";"1";;;;;;;;;;;;;
"Galjoen";"Lelystad                                ";"Buurt     ";"BU09950634";"1";;;;;;;;;;;;;
"Park, Jol, Gajoen";"Lelystad                                ";"Buurt     ";"BU09950635";"1";;;;;;;;;;;;;
"Galjoen Zuid";"Lelystad                                ";"Buurt     ";"BU09950637";"1";;;;;;;;;;;;;
"Bedrijventerrein Jol";"Lelystad                                ";"Buurt     ";"BU09950638";"1";;;;;;;;;;;;;
"Houtribhoogte Zuid";"Lelystad                                ";"Buurt     ";"BU09950651";"1";;;;;;;;;;;;;
"Houtribhoogte Noord";"Lelystad                                ";"Buurt     ";"BU09950652";"1";;;;;;;;;;;;;
"Volkstuinen Bosweg";"Lelystad                                ";"Buurt     ";"BU09950671";"1";;;;;;;;;;;;;
"Golfresort";"Lelystad                                ";"Buurt     ";"BU09950672";"1";;;;;;;;;;;;;
"Havendiep";"Lelystad                                ";"Wijk      ";"WK099507  ";"1";;;;;;;;;;;;;
"Landstrekenwijk Oost";"Lelystad                                ";"Buurt     ";"BU09950711";"1";;;;;;;;;;;;;
"Landstrekenwijk Midden";"Lelystad                                ";"Buurt     ";"BU09950712";"1";;;;;;;;;;;;;
"Landstrekenwijk West";"Lelystad                                ";"Buurt     ";"BU09950713";"1";;;;;;;;;;;;;
"Grietenij";"Lelystad                                ";"Buurt     ";"BU09950731";"1";;;;;;;;;;;;;
"De Doelen, De Marken";"Lelystad                                ";"Buurt     ";"BU09950732";"1";;;;;;;;;;;;;
"De Meierij, Kerspel";"Lelystad                                ";"Buurt     ";"BU09950733";"1";;;;;;;;;;;;;
"Bedrijventerrein Middendreef";"Lelystad                                ";"Buurt     ";"BU09950734";"1";;;;;;;;;;;;;
"Botter Oost";"Lelystad                                ";"Buurt     ";"BU09950741";"1";;;;;;;;;;;;;
"Botter West";"Lelystad                                ";"Buurt     ";"BU09950742";"1";;;;;;;;;;;;;
"Tjalk";"Lelystad                                ";"Buurt     ";"BU09950743";"1";;;;;;;;;;;;;
"Schoener";"Lelystad                                ";"Buurt     ";"BU09950744";"1";;;;;;;;;;;;;
"Park Schoener";"Lelystad                                ";"Buurt     ";"BU09950747";"1";;;;;;;;;;;;;
"Bedrijventerrein Tjalk";"Lelystad                                ";"Buurt     ";"BU09950748";"1";;;;;;;;;;;;;
"Het Ravelijn, Ziekenhuisweg";"Lelystad                                ";"Buurt     ";"BU09950766";"1";;;;;;;;;;;;;
"Lelystad-Haven";"Lelystad                                ";"Wijk      ";"WK099508  ";"1";;;;;;;;;;;;;
"Hollandse Hout (Villapark)";"Lelystad                                ";"Buurt     ";"BU09950822";"1";;;;;;;;;;;;;
"Oostvaardersdijk, Meerdijkhaven";"Lelystad                                ";"Buurt     ";"BU09950836";"1";;;;;;;;;;;;;
"Lelystad-Haven West";"Lelystad                                ";"Buurt     ";"BU09950851";"1";;;;;;;;;;;;;
"Lelystad-Haven Oost";"Lelystad                                ";"Buurt     ";"BU09950852";"1";;;;;;;;;;;;;
"Lelystad-Haven Werkeiland";"Lelystad                                ";"Buurt     ";"BU09950853";"1";;;;;;;;;;;;;
"'t Bovenwater";"Lelystad                                ";"Buurt     ";"BU09950871";"1";;;;;;;;;;;;;
"Uilenweg";"Lelystad                                ";"Buurt     ";"BU09950872";"1";;;;;;;;;;;;;
"Industrieterrein Noordersluis Oost";"Lelystad                                ";"Buurt     ";"BU09950881";"1";;;;;;;;;;;;;
"Industrieterrein Noordersluis West";"Lelystad                                ";"Buurt     ";"BU09950882";"1";;;;;;;;;;;;;
"Stadshart";"Lelystad                                ";"Wijk      ";"WK099509  ";"1";;;;;;;;;;;;;
"Waagpassage";"Lelystad                                ";"Buurt     ";"BU09950961";"1";;;;;;;;;;;;;
"Neringpassage";"Lelystad                                ";"Buurt     ";"BU09950962";"1";;;;;;;;;;;;;
"Stationsplein";"Lelystad                                ";"Buurt     ";"BU09950963";"1";;;;;;;;;;;;;
"Stadhuisstraat";"Lelystad                                ";"Buurt     ";"BU09950964";"1";;;;;;;;;;;;;
"Lindenlaan";"Lelystad                                ";"Buurt     ";"BU09950965";"1";;;;;;;;;;;;;
"Buitengebied";"Lelystad                                ";"Wijk      ";"WK099510  ";"1";;;;;;;;;;;;;
"Visvijverbos";"Lelystad                                ";"Buurt     ";"BU09951017";"1";;;;;;;;;;;;;
"Karperweg, IJsselmeerdijk";"Lelystad                                ";"Buurt     ";"BU09951018";"1";;;;;;;;;;;;;
"Visvijver-, Bijl-, Klokbeker-, Plavuizen";"Lelystad                                ";"Buurt     ";"BU09951019";"1";;;;;;;;;;;;;
"Edelhert-, Runder-, Wisent-, Elandweg";"Lelystad                                ";"Buurt     ";"BU09951029";"1";;;;;;;;;;;;;
"Beginweg, Bronsweg, Jupiterweg";"Lelystad                                ";"Buurt     ";"BU09951031";"1";;;;;;;;;;;;;
"Sportveld Beginweg, Overijsselse Hout";"Lelystad                                ";"Buurt     ";"BU09951037";"1";;;;;;;;;;;;;
"Lisdodde-, Dronter-, Zeeasterweg, -pad";"Lelystad                                ";"Buurt     ";"BU09951039";"1";;;;;;;;;;;;;
"Natuurpark Lelystad";"Lelystad                                ";"Buurt     ";"BU09951041";"1";;;;;;;;;;;;;
"Larserbos, Rietweg";"Lelystad                                ";"Buurt     ";"BU09951047";"1";;;;;;;;;;;;;
"Vlotgrasweg";"Lelystad                                ";"Buurt     ";"BU09951049";"1";;;;;;;;;;;;;
"Airport Lelystad";"Lelystad                                ";"Buurt     ";"BU09951058";"1";;;;;;;;;;;;;
"Meerkoetenweg, Eendenweg, Larserpad";"Lelystad                                ";"Buurt     ";"BU09951059";"1";;;;;;;;;;;;;
"Knarbos";"Lelystad                                ";"Buurt     ";"BU09951067";"1";;;;;;;;;;;;;
"Pijlstaartweg, Vleetweg, Larserweg";"Lelystad                                ";"Buurt     ";"BU09951068";"1";;;;;;;;;;;;;
"Vogelweg, Meeuwenweg, Pijlstaartweg";"Lelystad                                ";"Buurt     ";"BU09951069";"1";;;;;;;;;;;;;
"Gelderse Hout";"Lelystad                                ";"Buurt     ";"BU09951070";"1";;;;;;;;;;;;;
"Flevobos";"Lelystad                                ";"Buurt     ";"BU09951071";"1";;;;;;;;;;;;;
"Overijsselse Hout, Hoefslag, Hondsdraf";"Lelystad                                ";"Buurt     ";"BU09951073";"1";;;;;;;;;;;;;
"Strand Houtribhoek, Houtribbos";"Lelystad                                ";"Buurt     ";"BU09951074";"1";;;;;;;;;;;;;
"Overijsselse Hout, Jagersbos";"Lelystad                                ";"Buurt     ";"BU09951075";"1";;;;;;;;;;;;;
"Zuigerplaspark";"Lelystad                                ";"Buurt     ";"BU09951076";"1";;;;;;;;;;;;;
"Larserplein";"Lelystad                                ";"Buurt     ";"BU09951078";"1";;;;;;;;;;;;;
"Flevopoort II";"Lelystad                                ";"Buurt     ";"BU09951081";"1";;;;;;;;;;;;;
"Flevopoort I";"Lelystad                                ";"Buurt     ";"BU09951082";"1";;;;;;;;;;;;;
"Industrieterrein Oostervaart Oost";"Lelystad                                ";"Buurt     ";"BU09951083";"1";;;;;;;;;;;;;
"Industrieterrein Oostervaart Midden";"Lelystad                                ";"Buurt     ";"BU09951084";"1";;;;;;;;;;;;;
"Industrieterrein Oostervaart West";"Lelystad                                ";"Buurt     ";"BU09951085";"1";;;;;;;;;;;;;
"Larservaartbos";"Lelystad                                ";"Buurt     ";"BU09951087";"1";;;;;;;;;;;;;
"Bedrijvenpark Larserpoort";"Lelystad                                ";"Buurt     ";"BU09951088";"1";;;;;;;;;;;;;
"Hollandse Hout";"Lelystad                                ";"Buurt     ";"BU09951097";"1";;;;;;;;;;;;;
"Oostvaardersplassen";"Lelystad                                ";"Buurt     ";"BU09951098";"1";;;;;;;;;;;;;
"Warande";"Lelystad                                ";"Wijk      ";"WK099511  ";"1";;;;;;;;;;;;;
"Flora West";"Lelystad                                ";"Buurt     ";"BU09951111";"1";;;;;;;;;;;;;
"Flora Midden";"Lelystad                                ";"Buurt     ";"BU09951112";"1";;;;;;;;;;;;;
"Flora Oost PIL";"Lelystad                                ";"Buurt     ";"BU09951113";"1";;;;;;;;;;;;;
"Woonhavenpad";"Lelystad                                ";"Buurt     ";"BU09951121";"1";;;;;;;;;;;;;
"Warande West";"Lelystad                                ";"Buurt     ";"BU09951122";"1";;;;;;;;;;;;;
"Biomassa";"Lelystad                                ";"Buurt     ";"BU09951131";"1";;;;;;;;;;;;;
"Fauna, Bosvalkweg, Zuiderpoort";"Lelystad                                ";"Buurt     ";"BU09951132";"1";;;;;;;;;;;;;
"Warande Oost";"Lelystad                                ";"Buurt     ";"BU09951133";"1";;;;;;;;;;;;;
