"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot grote supermarkt (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal grote supermarkten/Binnen 5 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Afstand tot ov. dagel. levensmiddelen (km)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 1 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 3 km (aantal)";"Detailhandel/Winkels dagelijkse boodschappen/Aantal overige dagelijkse levensmiddelen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Afstand tot warenhuis (km)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 5 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 10 km (aantal)";"Detailhandel/Warenhuis/Aantal warenhuizen/Binnen 20 km (aantal)"
"Spoorzone Noord-West";"Tilburg                                 ";"Buurt     ";"BU08552801";"1";0,2;3;30,9;49;0,2;6,7;117,1;163,1;1,6;3;7;15,1
"Spoorzone Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08552802";"1";0,6;3;29;49;0,7;3;107;164;1,8;3;7;15
"Kanaalzone";"Tilburg                                 ";"Wijk      ";"WK085529  ";"1";0,8;1;19,7;48,8;0,5;3,1;79,9;165,5;2;3,9;7,2;15,9
"Smariusterrein";"Tilburg                                 ";"Buurt     ";"BU08552901";"1";;;;;;;;;;;;
"Ind.terrein Kanaalzone Noord";"Tilburg                                 ";"Buurt     ";"BU08552902";"1";0,6;0,9;25,3;45,5;0,5;3,2;81,2;156,5;1,3;3;6,9;14,4
"Ind.terrein Kanaalzone Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08552903";"1";1;0,2;20,2;46,9;0,7;1,9;70,7;161,8;2;3,5;7;15,4
"Melis Stokestraat";"Tilburg                                 ";"Buurt     ";"BU08552904";"1";1,1;0,2;18,4;50;0,5;2,6;76,7;169;2,3;4;7;16
"Ind.terrein Kanaalzone Oost";"Tilburg                                 ";"Buurt     ";"BU08552905";"1";0,3;3,1;18,5;48,5;0,7;8,1;85,3;164,9;2,2;4;7,3;16
"Ind.terrein Kanaalzone Zuid";"Tilburg                                 ";"Buurt     ";"BU08552906";"1";;;;;;;;;;;;
"Kanaalzone Bosscheweg";"Tilburg                                 ";"Buurt     ";"BU08552907";"1";0;2,7;20,5;48;0,1;2,1;89,4;161,7;1,5;4;8;16,6
"Moerenburg";"Tilburg                                 ";"Wijk      ";"WK085530  ";"1";1,5;0;9,2;33,8;1,5;0;45,9;121,3;2,6;2,4;7,2;14,9
"Moerenburg";"Tilburg                                 ";"Buurt     ";"BU08553001";"1";1,5;0;9,2;33,8;1,5;0;45,9;121,3;2,6;2,4;7,2;14,9
"De Leij";"Tilburg                                 ";"Wijk      ";"WK085531  ";"1";1,5;0,1;11,2;29,7;1,2;0,8;38,5;109,2;2,7;1,5;7,3;15
"Leijpark";"Tilburg                                 ";"Buurt     ";"BU08553101";"1";1;0,3;15,1;30,2;0,7;2,5;63,2;111,8;2,3;1,3;8;15
"Koningshoeven";"Tilburg                                 ";"Buurt     ";"BU08553102";"1";1,3;0;11;28,6;1;0,4;44,5;108,5;2,6;1;7,3;14,7
"Elisabethziekenhuis";"Tilburg                                 ";"Buurt     ";"BU08553103";"1";;;;;;;;;;;;
"Leijhoeven";"Tilburg                                 ";"Buurt     ";"BU08553104";"1";1,8;0;9;29,7;1,5;0;22,6;107,9;3,1;1,7;7;15
"Groenewoud";"Tilburg                                 ";"Wijk      ";"WK085532  ";"1";0,7;1,8;15,7;30,9;0,6;2,6;50,2;117,3;2,7;2;7;14,2
"Ezelvense Akkers";"Tilburg                                 ";"Buurt     ";"BU08553201";"1";0,8;2,5;16,4;32;0,7;3,4;56,5;120,2;2,6;2;7,2;14
"Landbouwbuurt";"Tilburg                                 ";"Buurt     ";"BU08553202";"1";0,4;2,4;16,6;30,9;0,3;3,5;57,9;118,2;2,5;2;7,5;14,2
"Vogeltjesbuurt West";"Tilburg                                 ";"Buurt     ";"BU08553203";"1";0,6;2,2;17,6;29,9;0,4;3,5;58,2;117,5;2,4;2;7,6;14,7
"Vogeltjesbuurt Oost";"Tilburg                                 ";"Buurt     ";"BU08553204";"1";0,7;2;17,1;29,4;0,5;3,1;55,3;114,8;2,5;2;7,1;14,8
"Visserijbuurt";"Tilburg                                 ";"Buurt     ";"BU08553205";"1";0,3;2;15,5;29,4;0,3;3;51,5;115;2,7;2;6,4;14
"Groenewoud Oost";"Tilburg                                 ";"Buurt     ";"BU08553206";"1";0,7;2;9,3;30,3;0,7;3;25,4;111,7;3,1;2;6;13,9
"Groenewoud Midden";"Tilburg                                 ";"Buurt     ";"BU08553207";"1";1;0,8;14,7;32;1;0,9;39,2;117,4;3;2;6,7;14
"Groenewoud West";"Tilburg                                 ";"Buurt     ";"BU08553208";"1";0,8;1;16,9;33,5;0,9;0,8;58,8;122,6;2,7;2;7;14
"Groenewoud Zuid";"Tilburg                                 ";"Buurt     ";"BU08553209";"1";0,6;1,3;12,8;29,2;0,6;2,3;37,8;114,3;3;2;6;14
"Stappegoor";"Tilburg                                 ";"Wijk      ";"WK085533  ";"1";1;0,8;15,7;37,4;0,9;0,8;45,3;139,2;3,1;2,9;6,5;13,3
"Stappegoor Noord";"Tilburg                                 ";"Buurt     ";"BU08553301";"1";0,4;1;18,1;37,7;0,4;1,4;68,1;138,8;2,6;2,7;7;13,9
"Zuiderpark";"Tilburg                                 ";"Buurt     ";"BU08553302";"1";0,7;2;18,3;37,5;0,7;2;68,4;133,9;2,2;2,6;7;14
"Stappegoor Zuid";"Tilburg                                 ";"Buurt     ";"BU08553303";"1";1,1;0,3;14,7;37,3;1;0,4;36,1;141,1;3,4;2,9;6,3;13
"Bedrijventerrein Het Laar";"Tilburg                                 ";"Wijk      ";"WK085534  ";"1";1,1;0,2;16,1;41,3;0,8;1,9;51,4;152,8;3;3;7;13
"Bedrijventerrein Het Laar";"Tilburg                                 ";"Buurt     ";"BU08553401";"1";;;;;;;;;;;;
"Goirleseweg West";"Tilburg                                 ";"Buurt     ";"BU08553402";"1";1,1;0,2;16,1;41,3;0,8;1,9;51,6;152,9;3;3;7;13
"De Blaak";"Tilburg                                 ";"Wijk      ";"WK085535  ";"1";1;0,5;7,1;30,6;1;1,9;21,1;113,2;3,3;1,9;5,5;14,1
"De Blaak Noord-West";"Tilburg                                 ";"Buurt     ";"BU08553501";"1";1,3;0,1;12;35;1,2;0,6;37,8;135,5;2,7;2;6;14,6
"De Blaak Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08553502";"1";0,5;1;9,9;34,9;0,5;4;28,9;135,4;3,1;2;6;13
"De Blaak Zuid-West";"Tilburg                                 ";"Buurt     ";"BU08553503";"1";1,5;0;3,9;26,9;1,4;0,2;11,9;92;3,6;1,8;5,1;14,8
"De Blaak Zuid-Oost";"Tilburg                                 ";"Buurt     ";"BU08553504";"1";0,5;1;4,5;27,8;0,5;4;11,1;103;3,8;2;5,2;13,4
"Zorgvlied";"Tilburg                                 ";"Wijk      ";"WK085536  ";"1";0,6;1,3;20,8;45,3;0,4;3,7;77;159,3;2,4;2,9;6;13,5
"Friezenlaan";"Tilburg                                 ";"Buurt     ";"BU08553601";"1";0,9;1,1;19,4;42,6;0,7;2,4;72,9;153,5;2;2,1;6;13,7
"Burgemeestersbuurt";"Tilburg                                 ";"Buurt     ";"BU08553602";"1";0,6;1,5;22,1;47,1;0,4;4,2;83,9;163,1;2,4;3,3;6;13,8
"Staatsliedenbuurt West";"Tilburg                                 ";"Buurt     ";"BU08553603";"1";0,4;1,3;20,2;45,1;0,2;4,2;71,2;158,8;2,6;3;6;13
"De Reit";"Tilburg                                 ";"Wijk      ";"WK085537  ";"1";0,7;1,3;23,1;45,1;0,7;2,3;84,5;157,8;1,6;2,9;6;14,6
"Universiteit";"Tilburg                                 ";"Buurt     ";"BU08553701";"1";;;;;;;;;;;;
"Abdij- en Torenbuurt";"Tilburg                                 ";"Buurt     ";"BU08553702";"1";0,6;1,7;20,4;42,4;0,7;3,4;67,6;149,4;1,3;2,8;6;15,2
"Universiteit Campus";"Tilburg                                 ";"Buurt     ";"BU08553703";"1";0,2;2,6;24;46,9;0,8;5,2;84,5;162,9;1,2;3,3;6;15
"Kastelenbuurt Noord";"Tilburg                                 ";"Buurt     ";"BU08553704";"1";0,6;1;23,6;42,9;0,9;0,9;83;150,3;1,6;2,5;6;14,4
"Kastelenbuurt Zuid";"Tilburg                                 ";"Buurt     ";"BU08553705";"1";0,8;1;19;39,7;0,9;1;67,2;142,2;1,8;2,3;6;14,2
"Sportweg";"Tilburg                                 ";"Buurt     ";"BU08553706";"1";0,8;1;27,4;48,1;0,9;0,8;110,4;166,3;1,7;3;6;14
"Notre Dame";"Tilburg                                 ";"Buurt     ";"BU08553707";"1";1;0,4;25;50;0,5;1,4;102,6;173,7;2;3,1;6;14
"Het Zand";"Tilburg                                 ";"Wijk      ";"WK085538  ";"1";0,6;4,6;18,9;47,3;0,3;18,5;64;160,4;0,7;3,8;6;15
"Tweestedenziekenhuis";"Tilburg                                 ";"Buurt     ";"BU08553801";"1";1,5;0;19,1;41,4;1,5;0,3;58,4;143,2;2,1;3,1;6,1;15
"Het Zand Noord-West";"Tilburg                                 ";"Buurt     ";"BU08553802";"1";0,8;2,6;14,5;44,7;0,6;13,1;41,9;156,3;1;4;6,3;15
"Het Zand Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08553803";"1";0,7;4,3;19,7;47;0,4;13,2;66;156,7;0,9;3,5;6;15
"Jagersbuurt West";"Tilburg                                 ";"Buurt     ";"BU08553804";"1";0,6;4,5;15,7;45,3;0,2;21,2;43,8;157;0,7;4;6;15
"Jagersbuurt Oost";"Tilburg                                 ";"Buurt     ";"BU08553805";"1";0,5;6,7;18;48,6;0,2;23,7;64,7;162,1;0,6;3,8;6;15
"Luchthavenbuurt West";"Tilburg                                 ";"Buurt     ";"BU08553806";"1";0,7;4,5;15,3;45;0,4;20,8;42,5;158,2;0,7;4;6;15
"Luchthavenbuurt Oost";"Tilburg                                 ";"Buurt     ";"BU08553807";"1";0,3;4,5;17,4;48,2;0,2;21,3;49,9;160,5;0,4;4;6;15
"Westermarkt";"Tilburg                                 ";"Buurt     ";"BU08553808";"1";0,2;4,8;18,7;48,9;0,2;21,7;64,1;163,9;0,3;4;6;15
"Tiendschuur";"Tilburg                                 ";"Buurt     ";"BU08553809";"1";0,5;5,9;24,3;49,4;0,3;22;97,9;167,2;0,6;3,6;6;15
"Vijverlaan";"Tilburg                                 ";"Buurt     ";"BU08553810";"1";0,6;3,8;15,6;46,9;0,5;19,4;45,4;159,9;0,9;4;6;15
"Station Universiteit";"Tilburg                                 ";"Buurt     ";"BU08553811";"1";0,4;4,2;19,4;48,7;0,4;17,1;68,6;165,4;0,6;4;6;15
"Bokhamer West";"Tilburg                                 ";"Buurt     ";"BU08553812";"1";0,7;4,5;27,1;49,7;0,6;18,8;109,1;168,6;0,8;3,7;6;15
"Bokhamer";"Tilburg                                 ";"Buurt     ";"BU08553813";"1";1;1,6;27,8;48;0,8;4,2;113,5;161;1,1;3;6;15
"Rooi Pannen";"Tilburg                                 ";"Buurt     ";"BU08553814";"1";0,7;3,3;27;47;0,3;6,8;106,5;157,9;1;3;6;15
"Wandelbos Noord";"Tilburg                                 ";"Wijk      ";"WK085539  ";"1";0,5;3;12,2;31,5;0,6;6,8;35,5;113,6;1,9;2,8;6;14,2
"Wandelbos Noord-West";"Tilburg                                 ";"Buurt     ";"BU08553901";"1";1;1;12;23;1;6;40;67;2,3;2;6;16
"Kruidenbuurt West";"Tilburg                                 ";"Buurt     ";"BU08553902";"1";0,6;3;11,4;27,4;0,7;5,8;33,1;94,6;2,1;2,4;6;14
"Kruidenbuurt Oost";"Tilburg                                 ";"Buurt     ";"BU08553903";"1";0,5;3;11,8;31,8;0,7;6,4;34,4;114,8;1,9;2,8;6;14
"Kruidenbuurt Zuid";"Tilburg                                 ";"Buurt     ";"BU08553904";"1";0,5;2,9;13,8;28,7;0,6;6;39,9;103,5;1,9;2,3;6;14,2
"Kleurenbuurt Noord";"Tilburg                                 ";"Buurt     ";"BU08553905";"1";0,4;3;12;40,3;0,5;9,6;36;151,6;1,4;3,8;6;14,9
"Wandelbos Zuid";"Tilburg                                 ";"Wijk      ";"WK085540  ";"1";0,7;2,6;12,8;31,9;0,7;7,5;37,7;118,2;1,7;2,7;6;15,6
"Het Wandelbos / Drijflanen";"Tilburg                                 ";"Buurt     ";"BU08554001";"1";1,2;0,4;10,6;21,6;1,2;1,8;35;63,6;2,3;2;5,4;14,9
"Auteursbuurt";"Tilburg                                 ";"Buurt     ";"BU08554002";"1";0,7;2,3;13,3;27,1;0,7;5,6;38,8;97,9;1,9;2,1;6;15,8
"Kleurenbuurt Zuid";"Tilburg                                 ";"Buurt     ";"BU08554003";"1";0,6;3,1;12;40,1;0,6;10,7;35,9;152,7;1,3;3,8;6;15,4
"De Oude Warande";"Tilburg                                 ";"Wijk      ";"WK085541  ";"1";1,8;0,1;7,6;29,9;1,4;0,4;24,5;99,1;2,8;2,1;6,1;16,8
"De Oude Warande";"Tilburg                                 ";"Buurt     ";"BU08554101";"1";1,8;0,1;7,6;29,9;1,4;0,4;24,5;99,1;2,8;2,1;6,1;16,8
"Stokhasselt";"Tilburg                                 ";"Wijk      ";"WK085542  ";"1";0,6;2;12,4;33,2;0,4;5,1;33;113,1;1,7;2,3;6,1;14,4
"Stokhasselt Noord-West";"Tilburg                                 ";"Buurt     ";"BU08554201";"1";0,6;2;9;28,6;0,6;4;23;93,1;2;2;6;13
"Stokhasselt Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08554202";"1";0,4;2;9,7;29,3;0,3;4,3;23,9;94,4;1,8;2;6,2;14,6
"Stokhasselt West";"Tilburg                                 ";"Buurt     ";"BU08554203";"1";0,6;2;12,1;32,1;0,6;4,9;29,8;108,8;1,8;2;6;14
"Stokhasselt Oost";"Tilburg                                 ";"Buurt     ";"BU08554204";"1";0,4;2,6;11,9;32,9;0,4;7,8;30,6;115,4;1,5;2,1;6,2;15,2
"Stokhasselt Zuid-West";"Tilburg                                 ";"Buurt     ";"BU08554205";"1";1;0,7;16,3;39;0,4;1;46,3;134,6;1,8;2,8;6;14
"Stokhasselt Zuid-Oost";"Tilburg                                 ";"Buurt     ";"BU08554206";"1";0,8;2,2;15,2;38;0,2;6,6;41,8;135,3;1,5;3;6;14
"Stokhasselt Zuid";"Tilburg                                 ";"Buurt     ";"BU08554207";"1";1,3;0;20,1;40,5;0,8;1;64,8;141,6;1,8;3;6;14
"Heikant";"Tilburg                                 ";"Wijk      ";"WK085543  ";"1";0,6;4,3;13,6;33,7;0,6;10,7;40,4;122;1;2,7;6,1;15,3
"Heikant Noord-West";"Tilburg                                 ";"Buurt     ";"BU08554301";"1";0,8;3,3;10;28,1;0,8;6,4;24,5;92,3;1,4;2;5,5;16,5
"Heikant Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08554302";"1";0,6;2,9;10;29,5;0,7;2,8;25,6;95,6;1,2;2,4;5,8;16,1
"Heikant West";"Tilburg                                 ";"Buurt     ";"BU08554303";"1";0,4;6,1;10,1;30,3;0,4;17;28,5;111,5;0,9;2,6;6;16
"Heikant Oost";"Tilburg                                 ";"Buurt     ";"BU08554304";"1";0,4;5,7;10,9;30,7;0,4;14,2;32,2;115,7;0,8;2,7;6;16,1
"Heikant Zuid-West";"Tilburg                                 ";"Buurt     ";"BU08554305";"1";0,4;5,4;11,5;33,5;0,4;16,1;34,6;128;1;3;6;14,9
"Heikant Zuid-Oost";"Tilburg                                 ";"Buurt     ";"BU08554306";"1";0,5;6,6;13,9;34,9;0,4;16,9;43,9;132,9;0,6;3;6,2;15,3
"Lijnse Hoek West";"Tilburg                                 ";"Buurt     ";"BU08554307";"1";1,2;0,5;22,8;42,3;1,1;0,6;71,2;149,1;1,3;3;6,6;13,8
"Lijnse Hoek Oost";"Tilburg                                 ";"Buurt     ";"BU08554308";"1";0,9;2,9;19,1;40;0,8;7,3;60,5;144,8;0,9;3;6,8;14
"Quirijnstok";"Tilburg                                 ";"Wijk      ";"WK085544  ";"1";0,6;1,1;14;31,3;1,2;0,4;40,9;122,8;1,5;2,9;6,9;15,7
"Quirijnstok Noord-West";"Tilburg                                 ";"Buurt     ";"BU08554401";"1";0,3;2,1;10,5;26,5;1;1,3;26,7;100,1;1,2;2,7;6,6;16
"Quirijnstok Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08554402";"1";0,3;1,1;12,5;28,4;1,3;0,1;33,3;116,9;1,4;3;7;16
"Quirijnstok West";"Tilburg                                 ";"Buurt     ";"BU08554403";"1";0,5;1,3;13,5;30;1,2;0,3;40,9;124,3;1,4;3;6,9;15,7
"Quirijnstok Zuid-West";"Tilburg                                 ";"Buurt     ";"BU08554404";"1";1,4;0;19,1;40,5;1,2;0,1;57,9;144,2;1,7;3;7;15
"Quirijnstok Zuid-Oost";"Tilburg                                 ";"Buurt     ";"BU08554405";"1";1,1;0,3;18,6;37,3;1,4;0;56,8;141,7;1,8;3;7;15
"Quirijnstokpark";"Tilburg                                 ";"Buurt     ";"BU08554406";"1";0,6;1;13,5;30,8;1,4;0;44,8;129,1;1,5;3;7;16
"Ind.terrein Loven";"Tilburg                                 ";"Wijk      ";"WK085545  ";"1";0,7;1,9;13,5;44,7;0,9;0,6;72,8;152,8;2,3;3,7;7,2;16
"Ind.terrein Loven Noord";"Tilburg                                 ";"Buurt     ";"BU08554501";"1";1,6;0;14,2;36;1,8;0;48,1;134;2,7;3,4;7;15,7
"Ind.terrein Loven Zuid";"Tilburg                                 ";"Buurt     ";"BU08554502";"1";0,7;2;13,4;45,3;0,8;0,6;74,5;154,1;2,2;3,7;7,3;16
"Bosscheweg";"Tilburg                                 ";"Wijk      ";"WK085546  ";"1";1,1;0,6;8,7;38,1;1,2;0,3;59,2;133,3;2,6;3;7;17,9
"Bosscheweg";"Tilburg                                 ";"Buurt     ";"BU08554601";"1";1,1;0,6;8,7;38,1;1,2;0,3;59,2;133,3;2,6;3;7;17,9
"Gesworen Hoek";"Tilburg                                 ";"Wijk      ";"WK085547  ";"1";0,5;1;7,7;16,3;0,4;1;24,7;49,6;1,8;2;6,1;16,3
"Moerse Dreef";"Tilburg                                 ";"Buurt     ";"BU08554701";"1";;;;;;;;;;;;
"Gesworen Hoek West";"Tilburg                                 ";"Buurt     ";"BU08554702";"1";0,6;1;7,7;16;0,5;1;21,3;48;1,6;2;5,4;16,8
"Gesworen Hoek Zuid";"Tilburg                                 ";"Buurt     ";"BU08554703";"1";0,2;1;7,4;16,4;0,2;1;25,6;49,6;1,7;2;6,4;16,4
"Gesworen Hoek Oost";"Tilburg                                 ";"Buurt     ";"BU08554704";"1";0,5;1;7,9;16,6;0,5;1;26,7;50,8;2,1;2;6,6;15,9
"Huibeven";"Tilburg                                 ";"Wijk      ";"WK085548  ";"1";0,7;2;7,6;16;0,7;5,1;21,4;47,7;1,2;2;5,9;16,6
"Huibeven West";"Tilburg                                 ";"Buurt     ";"BU08554801";"1";0,7;2,9;7,9;16;0,7;7,9;20,5;46,7;1;2;5,5;16,4
"Huibeven Midden";"Tilburg                                 ";"Buurt     ";"BU08554802";"1";0,7;2,4;7,8;16;0,7;6,3;21,2;47,9;1,1;2;5,8;16,5
"Huibeven Oost";"Tilburg                                 ";"Buurt     ";"BU08554803";"1";0,7;0,8;7,2;16,1;0,8;0,7;22,7;48,7;1,5;2;6,4;17
"Huibeven Zuid";"Tilburg                                 ";"Buurt     ";"BU08554804";"1";;;;;;;;;;;;
"Campenhoef";"Tilburg                                 ";"Wijk      ";"WK085549  ";"1";0,8;2,6;5;8,9;0,5;9,6;14;31,6;0,9;1,5;6;17
"Campenhoef West";"Tilburg                                 ";"Buurt     ";"BU08554901";"1";1,1;0,9;5;8;0,2;4,2;14;22,8;1,2;1;6;17
"Campenhoef Midden";"Tilburg                                 ";"Buurt     ";"BU08554902";"1";0,7;2,9;5;9,1;0,5;10,6;14;33,1;0,8;1,5;6;17
"Campenhoef Oost";"Tilburg                                 ";"Buurt     ";"BU08554903";"1";0,7;3;5;9,3;0,7;10,9;14;34,1;0,8;1,7;6;17
"Heyhoef";"Tilburg                                 ";"Wijk      ";"WK085550  ";"1";0,1;3;5;12;0,1;10,1;14;41,2;0,1;2;6;17
"Heyhoef";"Tilburg                                 ";"Buurt     ";"BU08555001";"1";0,1;3;5;12;0,1;10,1;14;41,2;0,1;2;6;17
"Heerevelden";"Tilburg                                 ";"Wijk      ";"WK085551  ";"1";0,6;2,8;5;11,8;0,6;9,5;14,1;40,5;0,8;2;6;17
"Heerevelden West";"Tilburg                                 ";"Buurt     ";"BU08555101";"1";0,7;2,7;5;11,3;0,7;9,1;14;39,5;0,8;2;6;17
"Heerevelden Oost";"Tilburg                                 ";"Buurt     ";"BU08555102";"1";0,6;3;5,1;12,2;0,6;9,9;14,1;41,4;0,7;2;6;17
"Dongewijk";"Tilburg                                 ";"Wijk      ";"WK085552  ";"1";1,3;0,1;4,8;8;0,8;1,1;13,8;21,1;1,5;1;6;17
"Dongewijk Noord";"Tilburg                                 ";"Buurt     ";"BU08555201";"1";1,2;0,1;4,9;8;0,9;1,1;13,9;21,4;1,5;1;6;17
"Dongewijk Zuid";"Tilburg                                 ";"Buurt     ";"BU08555202";"1";1,4;0;4,6;7,9;0,8;0,9;13,6;20,2;1,6;1;6;17
"Tuindorp De Kievit";"Tilburg                                 ";"Wijk      ";"WK085553  ";"1";1,2;0,2;5;9;1,2;0,6;14;28,3;1,7;1,3;6;17,8
"De Kievit Noord-West";"Tilburg                                 ";"Buurt     ";"BU08555301";"1";1,4;0;5;8;1,4;0;14;21,8;2;1;6;18
"De Kievit Noord-Oost";"Tilburg                                 ";"Buurt     ";"BU08555302";"1";1,3;0,1;5;10,4;1,3;0,4;14;36,2;1,5;1,7;6;17,5
"De Kievit Zuid-West";"Tilburg                                 ";"Buurt     ";"BU08555303";"1";0,9;0,6;5;8;0,9;1,3;14;22;1,7;1;6;18
"De Kievit Zuid-Oost";"Tilburg                                 ";"Buurt     ";"BU08555304";"1";1,2;0,3;5;9,4;1,2;0,9;14;31,8;1,4;1,5;6;18
"Leeuwerik";"Tilburg                                 ";"Wijk      ";"WK085554  ";"1";2;0;3,9;6,7;2;0;11,3;19,8;2,6;1,1;5,6;18,1
"Lange Rekken";"Tilburg                                 ";"Buurt     ";"BU08555401";"1";;;;;;;;;;;;
"Reeshofweide";"Tilburg                                 ";"Buurt     ";"BU08555402";"1";2,3;0;1;5;2,3;0;2;15;4;1;4;19
"Dalemweide";"Tilburg                                 ";"Buurt     ";"BU08555403";"1";2;0;1;6,1;2;0;2;16,8;3,7;1,3;4;19,7
"Leeuwerik West";"Tilburg                                 ";"Buurt     ";"BU08555404";"1";2,4;0;2,2;5;2,4;0;6,1;15;3,1;1;5,1;18,4
"Leeuwerik Midden";"Tilburg                                 ";"Buurt     ";"BU08555405";"1";1,9;0;4,7;7,6;1,9;0;13,8;20,2;2,4;1;6;18
"Leeuwerik Oost";"Tilburg                                 ";"Buurt     ";"BU08555406";"1";1,7;0;5;8,5;1,7;0;14;28,3;1,8;1,3;6;17,7
"Leeuwerik Zuid";"Tilburg                                 ";"Buurt     ";"BU08555407";"1";1,8;0;3,9;6,1;1,8;0;12,2;17,1;2,7;1;5,7;18,3
"Dalem Noord";"Tilburg                                 ";"Wijk      ";"WK085555  ";"1";0,9;0,6;3,9;5,7;0,9;1,2;12,7;16,8;2,7;1;5,7;18,5
"Dalem Noord I";"Tilburg                                 ";"Buurt     ";"BU08555501";"1";1,1;0,4;4,2;6,3;1,1;0,8;13,2;18,1;2,6;1;5,9;18
"Dalem Noord II";"Tilburg                                 ";"Buurt     ";"BU08555502";"1";0,8;0,8;4;5,7;0,8;1,6;13,1;17,3;2,6;1;5,9;18,6
"Stadsrand Dalem Noord";"Tilburg                                 ";"Buurt     ";"BU08555503";"1";1,1;0,2;3,4;5;1,1;0,5;11,1;14;2,9;1;5;18,8
"Dalem Zuid";"Tilburg                                 ";"Wijk      ";"WK085556  ";"1";0,6;1;4;5,1;0,6;2;13;14,2;2,6;1;5,6;18,5
"Dalem Zuid I";"Tilburg                                 ";"Buurt     ";"BU08555601";"1";0,4;1;4;5,1;0,4;2;13;14,6;2,6;1;5,7;18,9
"Dalem Zuid II";"Tilburg                                 ";"Buurt     ";"BU08555602";"1";0,7;1;4;5;0,7;1,9;13;14;2,6;1;5,7;18,1
"Stadsrand Dalem Zuid";"Tilburg                                 ";"Buurt     ";"BU08555603";"1";0,8;1;4;5;0,8;2;13;14;2,8;1;4,9;19
"Koolhoven";"Tilburg                                 ";"Wijk      ";"WK085557  ";"1";2,6;0;2,3;5,8;2,1;0;7,6;15,7;3;1;5,5;19,1
"Koolhoven Noord";"Tilburg                                 ";"Buurt     ";"BU08555701";"1";2,6;0;1,8;5,6;2,3;0;5,7;15,2;3,2;1;5,1;19,5
"Koolhoven Zuid";"Tilburg                                 ";"Buurt     ";"BU08555702";"1";2,7;0;1,7;5,1;2,4;0;5,4;14,4;3,3;1;5,2;19,3
"Koolhoven Buiten";"Tilburg                                 ";"Buurt     ";"BU08555703";"1";2,6;0;3;5;1,9;0;11;14;2,7;1;6;18,7
"Buitengebied Koolhoven";"Tilburg                                 ";"Buurt     ";"BU08555704";"1";3,6;0;0;4,6;3,2;0;0,1;14,3;4,1;1;5;19,6
"Koolhoven Oost";"Tilburg                                 ";"Buurt     ";"BU08555705";"1";2,2;0;3,9;7,7;1,4;0;12,9;20,5;2,3;1;6,5;18
"Witbrant";"Tilburg                                 ";"Wijk      ";"WK085558  ";"1";2,3;0;3,7;10,9;1,8;0;12;34,3;2,6;1,4;6,1;17,1
"Witbrant West";"Tilburg                                 ";"Buurt     ";"BU08555801";"1";2,2;0;3,7;8,6;1,5;0;12,4;26,5;2,4;1,2;6,2;17,2
"Witbrant Oost";"Tilburg                                 ";"Buurt     ";"BU08555802";"1";2,4;0;3,8;16,4;2,3;0;11,3;52,4;3;2;6;17
"Buitengebied Witbrant";"Tilburg                                 ";"Buurt     ";"BU08555803";"1";3,1;0;1,2;13,5;2,5;0;4,6;42,1;3,4;1,7;6,2;17,3
"Bedrijventerrein Kraaiven";"Tilburg                                 ";"Wijk      ";"WK085559  ";"1";2,1;0;12,1;34,8;1,8;0;37,6;115,6;2,8;2,7;6,5;14,3
"Buitengebied Kraaiven West";"Tilburg                                 ";"Buurt     ";"BU08555901";"1";;;;;;;;;;;;
"Buitengebied Kraaiven Oost";"Tilburg                                 ";"Buurt     ";"BU08555902";"1";;;;;;;;;;;;
"Bedrijventerrein Kraaiven West";"Tilburg                                 ";"Buurt     ";"BU08555903";"1";1,9;0;7,5;28;1,9;0;22;80,5;2,8;3;6,5;15
"Bedrijventerrein Kraaiven";"Tilburg                                 ";"Buurt     ";"BU08555904";"1";2;0;16;39,2;1,6;0;50,9;136;2,6;2,8;6,3;14,2
"Bedrijventerrein Kraaiven PDV";"Tilburg                                 ";"Buurt     ";"BU08555905";"1";;;;;;;;;;;;
